Pasal,Isi,Bab,Bagian
Pasal 926,"Pengurangan terhadap apa yang diwasiatkan, harus dilakukan tanpa membedakan antara pengangkatan ahli waris dan pemberian hibah wasiat, kecuali bila pewaris telah menetapkan dengan tegas bahwa harus diutamakan pelaksanaan pengangkatan ahli waris yang ini atau pemberian hibah wasiat yang itu  dalam hal itu, wasiat yang demikian tidak boleh dikurangi, kecuali bila wasiat-wasiat lainnya tidak cukup untuk memenuhi legitieme portie.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 927,"Penerima hibah yang menerima barang-barang Iebih daripada yang semestinya. harus mengembalikan hasil dari kelebihan itu, terhitung dari hari meninggalnya pemberi hibah bila tuntutan akan pengurangan itu diajukan dalam waktu satu tahun sejak hari kematian itu, dan dalam hal-hal lain terhitung dari hari pengajuan tuntutan itu.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 928,"Barang-barang tetap yang atas dasar pengurangan harus kembali dalam harta peninggalan, karena pengembalian itu, menjadi bebas dan utang-utang atas hipotek-hipotek yang telah dibebankan kepada barang-barang itu oleh penerima hibah.",Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 929,Tuntutan hukum untuk pengurangan atau pengembalian dapat diajukan oleh para ahli waris terhadap pihak ketiga yang memegang besit atas barang-barang tetap yang merupakan bagian dari yang dihibahkan dan telah dipindahtangankan oleh penerima hibah itu  tuntutan itu harus diajukan dengan cara dan menurut urut-urutan yang sama seperti terhadap penerima hibah sendiri.,Surat Wasiat,Legitieme Portie Atau Bagian Warisan Menurut Undang-Undang Dan Pemotongan Hibahhibah Yang Mengurangi Legitieme Portie
Pasal 930,"Tidaklah diperkenankan dua orang atau lebih membuat wasiat dalam satu akta yang sama, baik untuk keuntungan pihak ketiga maupun berdasarkan penetapan timbal balik atau bersama.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 931,"Surat wasiat hanya boleh dibuat, dengan akta olografis atau ditulis tangan sendiri, dengan akta umum atau dengan akta rahasia atau akta tertutup.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 932,Wasiat olografis harus seluruhnya ditulis tangan dan ditandatangani oleh pewaris.,Surat Wasiat,Bentuk Surat Wasiat
Pasal 933,"Wasiat olografis demikian, setelah disimpan Notaris sesuai dengan pasal yang lalu, mempunyai kekuatan yang sama dengan surat wasiat yang dibuat dengan akta umur dan dianggap telah dibuat pada hari pembuatan akta penitipan, tanpa memperhatikan hari penandatanganan yang terdapat dalam surat wasiat itu sendiri.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 934,"Pewaris boleh meminta kembali wasiat olografisnya sewaktu-waktu asal untuk pertanggungjawaban Notaris dia mengusahakan, agar pengembalian itu dapat dibuktikan dengan akta otentik.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 935,"Dengan sepucuk surat di bawah tangan yang seluruhnya ditulis, diberi tanggal dan ditandatangani oleh pewaris, dapat ditetapkan wasiat, tanpa formalitas-formalitas lebih lanjut tetapi semata-mata hanya untuk pengangkatan para pelaksana untuk penguburan, untuk hibah- hibah wasiat tentang pakaian-pakaian, perhiasan-perhiasan badan tertentu, dan perkakas- perkakas khusus rumah.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 936,"Bila surat seperti yang dibicarakan dalam pasal yang lalu diketemukan setelah pewaris meninggal, maka surat itu harus disampaikan kepada Balai Harta Peninggalan yang di daerah hukumnya warisan itu terbuka  bila surat itu disegel, maka balai itu harus membukanya, dan dalam hal apa pun harus membuat berita acara tentang penyampaian surat itu serta tentang keadaan surat itu akhirnya balai itu harus menyerahkan surat itu ke tangan Notaris untuk disimpan.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 937,"Surat wasiat olografis yang tertutup yang disampaikan ke tangan Notaris setelah meninggalnya pewaris harus disampaikan kepada Balai Harta Peninggalan, yang akan bertindak menurut Pasal 942 terhadap surat-surat wasiat tertutup.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 938,Wasiat dengan akta umum harus dibuat di hadapan Notaris dan dua orang saksi.,Surat Wasiat,Bentuk Surat Wasiat
Pasal 939,Notaris harus menulis atau menyuruh menulis kehendak pewaris dalam kata-kata yang jelas menurut apa adanya yang disampaikan oleh pewaris kepadanya.,Surat Wasiat,Bentuk Surat Wasiat
Pasal 940,"Bila pewaris hendak membuat surat wasiat tertutup atau rahasia, dia harus menandatangani penetapan-penetapannya, baik jika dia sendiri yang menulisnya ataupun jika ia menyuruh orang lain menulisnya  kertas yang memuat penetapan-penetapannya, atau kertas yang dipakai untuk sampul, bila digunakan sampul, harus tertutup dan disegel.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 941,"Dalam hal pewaris tidak dapat bicara tetapi dapat menulis, dia boleh membuat surat wasiat tertutup, asalkan ha! itu ditulis, diberi tanggal dan ditandatangani, seluruhnya dengan tangannya  dia harus menyampaikannya kepada Notaris di hadapan para saksi dan harus menulis dan menandatangani di atas akta itu penjelasannya, bahwa kertas yang disampaikannya kepada mereka adalah surat wasiatnya  dan setelah itu Notaris harus menulis akta penjelasannya dan menyatakan di dalamnya bahwa pewaris telah menulis keterangan itu dalam kehadiran Notaris dan pat-a saksi, di samping itu, hat-us diindahkan apa yang te!ah ditentukan dalam pasal yang lalu.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 942,"Setelah pewaris meninggal dunia, Notaris harus menyampaikan wasiat rahasia atau tertutup itu kepada Balai Harta Peninggalan yang dalam daerahnya warisan itu terbuka  balai ini harus membuka wasiat itu dan membuat berita acara tentang penyampaian dan pembukaan wasiat itu serta tentang keadaannya, dan kemudian menyampailkannya kembali kepada Notaris yang telah memberikannya.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 943,"Notaris yang menyimpan surat-surat wasiat diantara surat-surat aslinya, dalam bentuk apa pun juga, setelah meninggalnya pewaris, harus memberitahukannya kepada orang-orang yang berkepentingan.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 944,"Saksi-saksi yang hadir pada waktu pembukaan wasiat, harus sudah dewasa dan penduduk Indonesia. Mereka harus mengerti bahasa yang dipergunakan dalam menyusun wasiat itu atau dalam menulis akta penjelasan atau akta penitipan.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 945,Warga negara Indonesia yang berada di negeri asing tidak boleh membuat wasiat selain dengan akta otentik dan dengan mengindahkan formalitas-formalitas yang berlaku di negeri tempat akta itu dibuat.Namun ia berwenang untuk membuat penetapan dengan surat di bawah tangan atas dasar dan dengan cara seperti yang diuraikan dalam Pasal 935.,Surat Wasiat,Bentuk Surat Wasiat
Pasal 946,"Dalam keadaan perang, para tentara anggota angkatan bersenjata lain, yang berada di medan perang ataupun di tempat yang diduduki musuh boleh membuat surat wasiat mereka di hadapan seorang perwira yang serendah-rendahnya berpangkat letnan, atau bila tidak ada perwira, dihadapan orang yang di tempat itu menduduki jabatan militer tertinggi, di samping dua orang saksi.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 947,"Surat wasiat orang-orang yang sedang berlayar di laut, boleh dibuat dihadapan nakhoda atau mualim kapal itu, atau bila mereka tidak ada, dihadapan orang yang menggantikan jabatan mereka dengan dihadiri dua orang saksi.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 948,"Mereka yang berada di tempat-tempat yang dilarang berhubungan dengan dunia luar karena berjangkitnya penyakit pes atau penyakit menular lain, boleh membuat wasiat mereka di hadapan setiap pegawai negeri dan dua orang saksi.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 949,"Surat-surat wasiat tersebut dalam tiga pasal yang lalu harus ditandatangani oleh pewaris, oleh orang yang dihadapannya wasiat itu dibuat, dan oleh sekurang-kurangnya salah seorang saksi.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 950,"Surat-surat wasiat termaksud dalam pasal-pasal 946,947,948 alinea pertama, kehilangan kekuatan bila pewaris meninggal enam bulan setelah berhentinya sebab yang telah menyebabkan wasiat itu dibuat dalam bentuk seperti itu.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 951,"Dalam hal-hal yang diatur dalam pasal-pasal 946,947,948 alinea pertama, orang-orang yang disebut di dalamnya boleh membuat wasiat dengan surat di bawah tangan, asalkan surat itu seluruhnya ditulis, diberi tanggal dan ditandatangani oleh pewaris.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 952,"Surat wasiat demikian akan kehilangan kekuatannya, bila pewaris meninggal tiga bulan setelah sebab tersebut dalam tiga pasal yang lalu berakhir, kecuali bila surat itu telah disampaikan kepada Notaris untuk disimpan dengan cara seperti yang diatur dalam Pasal 932.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 953,"Formalitas-formalitas yang telah ditetapkan untuk berbagai-bagai surat wasiat itu menurut ketentuan-ketentuan dalam bagian ini, harus diindahkan, dengan ancaman kebatalan.",Surat Wasiat,Bentuk Surat Wasiat
Pasal 954,"Wasiat pengangkatan ahli waris ialah suatu wasiat, di mana pewaris memberikan kepada satu
            orang atau lebih harta benda yang ditinggalkannya pada waktu dia meninggal dunia, baik
            seluruhnya maupun sebagian, seperti seperdua atau sepertiga",Surat Wasiat,Wasiat Pengangkatan Ahli Waris
Pasal 955,"Pada waktu pewaris meninggal dunia, baik para ahli waris yang diangkat dengan wasiat, maupun mereka yang oleh undang-undang diberi sebagian harta peninggalan itu, demi hukum memperoleh besit atas harta benda yang ditinggalkan.",Surat Wasiat,Wasiat Pengangkatan Ahli Waris
Pasal 956,"Bila timbul perselisihan tentang siapa yang menjadi ahli waris, dan dengan demikian siapa yang berhak memegang besit, maka Hakim dapat memerintahkan agar harta benda itu disimpan di Pengadilan.",Surat Wasiat,Wasiat Pengangkatan Ahli Waris
Pasal 957,"Hibah wasiat ialah suatu penetapan khusus, di mana pewaris memberikan kepada satu atau beberapa orang barang-barang tertentu, atau semua barang-barang dan macam tertentu  misalnya, semua barang-barang bergerak atau barang-barang tetap, atau hak pakai hasil atas sebagian atau semua barangnya.",Surat Wasiat,Hibah Wasiat
Pasal 958,"Semua hibah wasiat yang murni dan tidak bersyarat, sejak hari meninggalnya pewaris, memberikan hak kepada penerima hibah wasiat (legitaris)  untuk menuntut barang yang dihibahkan, dan hak ini beralih kepada sekalian ahli waris atau penggantinya.",Surat Wasiat,Hibah Wasiat
Pasal 959,Penerima hibah wasiat harus meminta barang yang dihibahkan kepada para ahli waris atau penerima wasiat yang diwajibkan untuk menyerahkan barang yang dihibahkan itu.,Surat Wasiat,Hibah Wasiat
Pasal 960,"Bunga dan hasil barang-barang yang dihibahwasiatkan adalah untuk keuntungan penerima hibah sejak hari kematian, kapan pun ia menuntut penyerahannya",Surat Wasiat,Hibah Wasiat
Pasal 961,"Pajak dengan nama apapun, yang dipungut untuk negara, dibebankan kepada penerima hibah, kecuali bila pewaris menentukan lain.",Surat Wasiat,Hibah Wasiat
Pasal 962,"Bila pewaris mewajibkan suatu beban kepada beberapa penerima hibah, maka mereka wajib memenuhinya, masing-masing sebanding dengan besarnya hibah wasiat, kecuali bila pewaris telah menetapkan lain.",Surat Wasiat,Hibah Wasiat
Pasal 963,"Barang yang dihibahwasiatkan harus diserahkan dengan semua perlengkapannya, dan dalam keadaan seperti pada hari rneninggalnya pewaris.",Surat Wasiat,Hibah Wasiat
Pasal 964,"Akan tetapi, setelah pewaris menghibahwasiatkan suatu barang tetap, maka apa yang telah dibeli atau diperoleh untuk memperbesar barang itu tidaklah termasuk dalam hibah wasiat itu  meskipun berbatasan dengan barang yang telah dihibahkan itu, kecuali bila pewaris menetapkan lain.",Surat Wasiat,Hibah Wasiat
Pasal 965,"Bila sebelum atau sesudah dibuat surat wasiat, barang yang dihibahwasiatkan terikat dengan hipotek atau dengan hak pakai hasil untuk suatu utang dan harta peninggalan itu, atau untuk suatu utang pihak ketiga, maka orang yang harus menyerahkan hibah wasiat itu tidak wajib melepaskan barang dari ikatan itu, kecuali bila ia diperintahkan dengan tegas oleh pewaris untuk melakukannya.Namun bila penerima hibah telah melunasi utang berhipotek itu, maka ia mempunyai hak untuk menuntut para ahli waris sesuai dengan pasal 1106.",Surat Wasiat,Hibah Wasiat
Pasal 966,"Bila pewaris menghibahwasiatkan barang tertentu milik orang lain, hibah wasiat ini adalah batal, entah pewaris itu tahu atau tidak tahu bahwa barang itu bukan kepunyaannya.",Surat Wasiat,Hibah Wasiat
Pasal 967,"Akan tetapi ketentuan pasal yang lalu tidak menjadi halangan untuk membebankan persyaratan tertentu kepada ahli waris atau penerima hibah wasiat, yaitu kewajiban untuk melakukan pembayaran-pembayaran tertentu kepada pihak ketiga dengan barang-barangnya sendiri, atau untuk membebaskan utang-utangnya.",Surat Wasiat,Hibah Wasiat
Pasal 968,"Hibah-hibah wasiat mengenai barang-barang tak tentu tetapi dari jenis tertentu, adalah sah entah pewaris meninggalkan barang yang demikian itu atau tidak.",Surat Wasiat,Hibah Wasiat
Pasal 969,"Bila hibah wasiatnya terdiri dan barang-barang tak tentu, ahli waris tidak wajib memberikan jenis yang terbaik, namun ia juga tidak boleh memberikan jenis yang terjelek,",Surat Wasiat,Hibah Wasiat
Pasal 970,"Bila yang dihibahwasiatkan hanya hasil-hasil dan pendapatan-pendapatan tanpa digunakan kata-kata hak pakai hasil atau hak pakai oleh pewaris, maka barang yang bersangkutan haruslah tetap berada dalam pengelolaan ahli warisnya, yang sementara itu wajib membayarkan hasil- hasil dan pendapatannya kepada penerima hibah itu.",Surat Wasiat,Hibah Wasiat
Pasal 971,Hibah wasiat kepada seorang kreditur tidak boleh dihitung sebagai pelunasan piutangnya seperti halnya hibah wasiat kepada pembantu rumah tangga tidak boleh dianggap sebagai pembayaran upah kerjanya.,Surat Wasiat,Hibah Wasiat
Pasal 972,"Bila warisan tidak seluruhnya atau hanya sebagian diterima, atau bila warisan itu ditenma dengan hak khusus atas perincian harta peninggalan, dan harta yang ditinggalkan im tidak mencukupi untuk memenuhi hibah-hibah wasiat seluruhnya, maka hibah-hibah wasiat itu harus dikurangi, sebanding dengan besarnya masing-masing, kecuali bila pewaris telah menetapkan lain mengenai hal itu.",Surat Wasiat,Hibah Wasiat
Pasal 973,"Barang-barang yang dikuasai sepenuhnya oleh orangtua, boleh mereka hibah wasiatkan, seluruhnya atau sebagian, kepada seorang anak mereka atau Iebih, dengan perintah untuk menyerahkan barang-barang itu kepada anak-anak mereka masing-masing, baik yang telah lahir maupun yang belum lahir. Bila seorang anak te!ah meninggal lebih dahulu, maka penetapan wasiat yang sama boleh dibuat untuk keuntungan satu orang cucu mereka atau lebili, dengan perintah menyerahkan barang-barang itu kepada anak-anak mereka masing-masing, baik yang telah lahir maupun yang belum lahir.",Surat Wasiat,Penunjukan Ahli Waris Dengan Wasiat Untuk Kepentingan Cucu-Cucu Dan Keturunan Saudara Laki-Laki Dan Perempuan
Pasal 974,"Demikian juga, boleh dibuat penetapan wasiat untuk keuntungan satu atau beberapa saudara laki-laki atau perempuan dan pewaris, atas seluruh atau sebagian barang-barang yang o!eh undang-undang tidak dikecualikan dan penetapan wasiat, dengan perintah untuk menyerahkan barang-barang itu kepada anak-anak meraka yang telah lahir maupun yang belum lahir.",Surat Wasiat,Penunjukan Ahli Waris Dengan Wasiat Untuk Kepentingan Cucu-Cucu Dan Keturunan Saudara Laki-Laki Dan Perempuan
Pasal 975,"Bila ahli waris yang dibebani itu meninggal dengan meninggalkan anak-anak dalam derajat pertama dan keturunan seorang anak yang meninggal lebih dahulu, maka sekalian keturunan ini berhak menikmati bagian dan anak yang meninggal lebih dahulu itu sebagai penggantinya.",Surat Wasiat,Penunjukan Ahli Waris Dengan Wasiat Untuk Kepentingan Cucu-Cucu Dan Keturunan Saudara Laki-Laki Dan Perempuan
Pasal 976,"Segala ketetapan wasiat yang diizinkan oleh pasal 973 dan 974, hanya berlaku sekadar pengangkatan waris dengan menunjukkan yang terkandung padanya hanya melampaui satu derajat, dan untuk mengkaruniakan seluruh anak si pemikul beban, baik yang sudah maupun yang akan dilahirkan, dengan tiada kecuali dan tiada memandang pada umur atau jenis kelamin.",Surat Wasiat,Penunjukan Ahli Waris Dengan Wasiat Untuk Kepentingan Cucu-Cucu Dan Keturunan Saudara Laki-Laki Dan Perempuan
Pasal 977,"Hak-hak ahli yang diangkat dengan penunjukkan ahli waris dengan wasiat, mulai berlaku pada saat berhentinya hak nikmat atas barang bagi si pemikul beban. Pelepasan diri dari hak nikmat atas barang untuk keuntungan para ahli waris, berharapan, tidak boleh merugikan kreditur yang telah berpiutang kepada pemikul beban sebelum pelepasan ini, pun tidak boleh merugikan anak-anak yang lahir setelah pelepasan itu.",Surat Wasiat,Penunjukan Ahli Waris Dengan Wasiat Untuk Kepentingan Cucu-Cucu Dan Keturunan Saudara Laki-Laki Dan Perempuan
Pasal 978,"Barangsiapa membuat ketetapan-ketetapan tersebut dalam pasal yang lalu, dengan suatu wasiat atau dengan suatu akta Notaris yang dibuat kemudian, boleh menempatkan barang-barang di bawah kekuasaan satu atau beberapa pengelola selama dalani masa beban.",Surat Wasiat,Penunjukan Ahli Waris Dengan Wasiat Untuk Kepentingan Cucu-Cucu Dan Keturunan Saudara Laki-Laki Dan Perempuan
Pasal 979,"Bila pengelola itu meninggal atau tidak ada, atas permohonan si pemikul beban atau orang- orang yang berkepentingan, atau atas tuntutan jawatan Kejaksaan, Hakim berkuasa mengangkat orang lain untuk mengganti pengurus itu.",Surat Wasiat,Penunjukan Ahli Waris Dengan Wasiat Untuk Kepentingan Cucu-Cucu Dan Keturunan Saudara Laki-Laki Dan Perempuan
